x,y,z
-3.319119811897039,-4.692237132143795,-3397.468030235837
8.812979737686323,9.128139129728615,17492.040881297344
-19.995425007306203,-19.14926435972117,-169660.3833845165
-7.906697094726409,-8.766213035558396,-17145.826564738
-14.129764367315477,-13.77921838865137,-63847.75897984806
-16.30645620924809,-17.61873962048552,-132346.79554929538
-12.549591544893165,-12.588287054159215,-48913.120960705695
-6.177570918278089,-7.793343272981384,-12315.159173469694
-4.1293010307732025,-3.0078833225375385,-1581.526242560942
1.5526693601342778,1.9615698980711056,-674.4051317568102
-3.2322194238682087,-3.256836379743987,-1745.267858498883
7.408780015870381,6.633618396701221,6228.737530571415
-11.821910010739302,-10.548154080580526,-29194.928820478257
15.124697455637815,17.09179920489255,119154.9971606338
-18.90449627208295,-20.762478136529705,-215928.82187278807
6.818700407136088,8.054864437588908,11755.328431377684
-3.3078079053149203,-1.680157152166014,-1033.273485112486
2.347593137830067,2.685604834404543,-378.3725585245212
-14.384522456190648,-15.583790488525835,-91892.51022514033
-12.07594043660485,-11.212595119060827,-34862.7424395022
12.029782747021464,11.848862444943315,39205.26420866473
18.7304630287759,18.126542400982643,142308.84109331793
-7.4630328736302864,-8.693091009297248,-16738.374106575102
7.692904626772563,8.243442122748778,12670.192871396355
15.055566091841534,15.848372957760882,94856.39515778482
15.784266540153894,15.160735810474103,82962.32926678029
-16.598231545208883,-16.07765520813551,-100833.05945946925
-18.437808670684706,-19.58215006030785,-181330.107061622
-13.206783217417243,-12.404922185545898,-46861.294423351625
15.125700137176523,15.172267435600668,83144.62033382185
-16.066126646677997,-16.252696418585344,-104119.69539091233
-3.1556949997979125,-3.2574408723270576,-1745.627608550353
18.315581206020077,19.184467363025945,168820.97183082954
1.326611398920683,2.077023038785691,-643.3868411702922
7.675084558018934,8.204549882371644,12479.563070139606
-7.379374759757482,-7.241673549760096,-10085.62895911402
7.4600371072633465,7.537858235176053,9501.498891930472
13.385026875894916,14.00340713789344,65203.88335239645
-19.26846890623233,-19.035974347053592,-166679.26226919997
10.0057725977987,10.688324004663185,28560.549444919037
19.55444355625979,19.24432678274173,170429.82888106626
9.926626175193576,7.4917884110864374,9344.35444726668
-8.782240317423792,-7.743415715564378,-12133.1747419925
11.571173138059542,13.7581527850338,61776.215275697876
-15.870959736894319,-15.429595293325736,-89242.2643967998
-2.0842589529637934,-2.184414186247293,-1150.6315602067014
16.343820123723823,16.20737537982779,101513.58128877767
-8.255434065052821,-8.37448825282763,-15078.69673216565
-8.488986456546051,-8.471577048246047,-15576.372687203575
-14.798857115268893,-15.920875844015782,-97920.76886324836
-19.225321685188117,-19.742416143108343,-185800.52371657023
7.153421317595637,6.156394489945374,4818.332459224584
-11.534875359997638,-11.286076198609868,-35525.23929559129
-9.378133625110951,-9.674774777481815,-22731.285330894807
-0.3370736287864702,0.15813769519149024,-876.2561888636621
-17.865498195316786,-18.040201355059285,-142014.34019108757
2.9647042196805238,3.951039407501766,644.4806918913641
-14.130857003767595,-13.917323102432153,-65754.89254091606
3.572221476131368,5.762921205101101,3764.166383010852
7.9903344008372486,6.093973477946156,4659.42074880609
-15.906622846886966,-16.553539535141873,-109945.8131058751
-3.4377604872172682,-2.536273595568557,-1312.0492588658174
7.776006309109803,10.304332015916202,25484.92269375136
-3.4328292189238923,-3.6814639966393523,-2117.945687260656
-18.001861642156513,-17.958192648978123,-140103.38469981367
1.435856236620463,1.209541994106858,-812.9085457298319
6.5517858087915535,7.8832429213791455,10967.264713013536
0.5955644823323425,0.3082566188563236,-865.3619867529925
17.78379023963253,18.463860079510635,150426.1299946416
3.4622016200797177,3.1424000211810466,-84.1115785610666
16.136076611515342,14.863517856269349,78144.25298416278
-14.5010118341505,-14.187464113687067,-69599.46644645119
-14.428946109969658,-13.925761296534333,-65877.46239229663
12.295651548380953,13.588877430913215,59507.681194224395
-4.092926520578658,-4.203373546995974,-2709.1567325567944
-13.385832115322689,-14.00319417903505,-66950.72039407359
17.100343215841356,17.663104312460383,131600.34128903024
-6.089365610179737,-5.848628517942005,-5757.564775092988
10.03248412544622,10.31314920256886,25578.93205215404
9.039919414018058,8.966806710270781,16543.53460785212
15.332243648232392,16.49258221822616,106989.56952803928
4.946888282224357,5.3163809986000805,2796.8688207387027
10.037697361093485,11.942356069434467,40132.261886177366
-6.044066320886298,-4.933009622325793,-3834.2750156542497
-9.202884329398957,-8.543834533298746,-15962.952688811747
15.835448727842675,14.208010387226418,68166.14244095614
-2.8763524051482037,-2.2740331248525747,-1194.7897570236948
18.59360188593542,19.01388408958248,164343.6816713812
6.537659912737922,7.348611585541478,8734.620358391221
4.8678288083648695,5.9122709030721285,4147.020610256072
-15.410161081864992,-15.811039273653918,-95936.36942123596
17.97957034828285,18.803575966733256,158922.79979988848
-2.003514660802381,-2.565820091821471,-1306.6464440914044
3.1355845754852716,5.090462650494306,2332.3645878108546
-3.6745278895487523,-5.006479556066001,-3935.14852891105
-10.51892079027889,-12.279609350677674,-45451.34630714569
16.13518082249015,14.48445955666605,72266.91442489455
2.947179466891434,2.0566238827283856,-628.1031504730759
-19.88518691875364,-21.004302317313368,-223534.59133624236
4.685796544828953,6.641875448532595,6217.316764601366
-6.934203929116155,-7.260703427194339,-10152.144097517199
1.0823240903043718,-0.2603516990730641,-860.4141561881378
15.437683972430982,16.552066949210772,108158.58692334223
-5.70920959990001,-6.295733538721603,-6937.811304245432
16.341406036791966,15.104552660250569,82042.78812646482
4.934404631672109,5.810243559321409,3897.417638649582
-19.36715028613775,-18.743788109559716,-159172.19649082047
17.177489349750452,16.742532666795224,111980.87320052736
7.63587670067696,9.043416700918188,16975.2806940833
19.892914018059223,20.022015597769947,192018.67957697366
-13.106379666186857,-11.489430067329558,-37445.80665263269
-14.514570014844889,-14.011829132844985,-67087.23189425416
17.30381852148654,18.8626240621064,160421.88242126402
7.872726459596006,7.982129156021434,11432.767384064342
-17.359993091117502,-18.579737488096534,-155031.21748691823
10.218522104098653,12.667890753160052,48047.65829506512
10.155047538449857,9.609273370467289,20554.410540429966
16.92098142185933,16.722143558970433,111568.53350213967
8.460990345138871,7.760591840217616,10450.728990776268
-15.029161521113412,-15.232555970077971,-85895.78173876234
-19.204794646408175,-18.96212520532638,-164757.32905532926
-18.951560524891228,-18.749730346017223,-159317.63440844996
-18.867740479168216,-18.206720191569524,-145967.78233609517
-10.151557295878163,-8.359399086902597,-15027.043875904275
14.40111794731552,14.280653375527011,69209.33994680563
1.5532425736661146,0.320121838219688,-854.2046922371063
2.112879147430636,0.9305610209210025,-828.3090308457369
13.681235694384227,13.015481176185101,52219.27997406627
